Timestamp;User Level;Group Event;Value1;Value2;Value3;Value4
1733207733;1;129;21331;2122;4469;5024
1733204647;8;416;2443;6427;8815;2063
1733204387;7;284;24986;23894;14492;8145
1733201957;5;162;3689;15482;10239;6673
1733199321;5;552;32279;24908;23386;5681
1733195953;7;616;2532;31783;2268;30727
1733192807;1;141;30610;24106;22932;15197
1733191546;6;400;2520;18951;1627;6606
1733190110;7;328;7038;19358;4147;28212
1733186627;3;505;12150;19339;11263;8905
1733186013;0;668;32088;3482;30823;1909
1733185370;5;365;31883;15707;17077;14884
1733182518;6;254;24897;17079;7445;21150
1733179176;3;367;20877;12059;6791;12314
1733177219;0;516;1506;11974;15303;12911
1733174728;7;701;10849;13717;6292;12013
1733172970;2;162;29029;13047;16564;4204
1733169602;8;354;9022;12761;21717;2466
1733166941;3;297;24192;24585;7832;31649
1733164481;3;435;19095;12710;28300;23790
1733162543;0;506;23301;10902;10771;24088
1733160804;4;167;32075;1051;25550;30288
1733157778;2;700;22754;23596;24425;23859
1733154293;1;548;23200;15747;14119;4972
1733152387;6;407;3771;5906;3199;22905
1733149824;7;201;10319;18462;30530;412
1733146661;0;661;4796;11700;31474;28763
1733145717;6;350;30900;13261;20275;30478
1733144818;6;603;30704;31327;5404;21813
1733143612;4;495;8906;9643;21758;15599
1733142201;3;531;25488;32367;19749;20710
1733140890;6;290;25363;537;172;16422
1733137591;7;282;713;16858;16817;31194
1733135080;6;461;19167;10672;22873;14661
1733132985;6;615;31942;13825;29572;20522
1733131979;2;248;22542;19156;21412;4054
1733131317;5;675;102;4842;15982;21802
1733129365;1;703;2567;24543;18549;22994
1733128759;1;232;30496;12088;17309;22633
1733125659;8;421;2826;3024;23295;20516
1733122872;3;567;20863;16607;4238;28207
1733122810;6;113;1687;15539;28526;19906
1733121973;0;534;3955;13239;28756;25266
1733121705;4;649;7680;2292;18746;5758
1733119832;7;251;6484;4632;3577;17637
1733119663;1;615;22874;20464;11501;4601
1733119262;6;135;29551;18000;30193;25799
1733118097;8;690;8511;12173;5231;16658
1733114718;1;186;2460;28206;19022;30085
1733113076;7;338;25202;20392;13430;32356
1733110769;5;328;24513;20915;1203;123
1733110510;0;666;18630;26078;14372;27571
1733108966;1;543;27376;20888;27059;30593
1733108528;0;269;10808;17887;22776;14659
1733107973;8;659;6908;14850;23629;5568
1733106832;6;671;30195;10565;30688;5662
1733104415;0;192;14721;18024;8900;26683
1733103122;5;187;25996;14305;1574;21842
1733101357;2;514;19840;10353;5109;7276
1733098694;4;675;24845;11076;18308;20312
1733097501;8;638;18017;21848;5655;26837
1733096577;2;594;5596;17384;6585;30345
1733095912;0;658;7711;4618;3271;9718
1733092455;6;465;10176;6602;32492;5585
1733091588;3;644;2472;28269;5626;13796
1733091542;5;198;25136;8995;11886;14519
1733091160;8;261;26360;20223;447;5536
1733089182;2;145;27093;4840;3981;21451
1733087702;5;497;5204;28712;27150;3098
1733084390;1;139;31224;31362;27817;15157
1733083127;7;614;9259;14428;497;26
1733082058;0;567;18881;1544;24087;11787
1733079111;7;486;19022;10571;26520;27851
1733075740;0;139;27583;10061;3047;10443
1733074601;3;600;3154;5566;9501;24623
1733071684;1;157;13167;15727;1885;2340
1733070886;3;614;19761;2417;23719;11034
1733068725;1;573;18221;27485;29458;26082
1733067164;8;593;30541;21610;15186;8014
1733067054;2;334;19426;21585;9584;22901
1733066290;1;283;25485;706;24553;22074
1733064896;4;234;9209;10541;23744;2732
1733061378;5;209;26023;18304;41;7780
1733059139;8;624;22883;26200;27107;3684
1733056935;4;230;16270;27760;30502;28263
1733053702;2;578;2679;27230;29821;11206
1733051447;7;171;9888;5075;19417;1024
1733051349;5;672;25787;4817;8019;30694
1733051263;4;131;11275;4553;31827;23039
1733048611;5;554;26349;5521;11556;12425
1733045617;7;563;19862;16141;29536;30848
1733044854;7;576;21667;23525;20453;32149
1733042749;1;551;28482;32026;14999;23330
1733040520;3;331;15947;12895;24893;19822
1733038356;1;521;7832;22572;16292;30023
1733036634;0;162;5048;16383;12052;21524
1733034050;5;112;29200;16743;16368;13560
1733030538;2;168;28578;12449;1864;20077
1733029350;3;209;21829;29717;22168;231
1733027153;5;505;5002;22673;10756;15899
1733026306;7;162;2306;23029;2553;4191
1733024282;8;492;12546;17366;6414;14812
1733023268;0;421;400;12056;7301;30176
1733022426;7;373;14597;13935;29987;20179
1733020415;5;668;4256;27660;17250;6979
1733018412;5;455;17000;2485;29212;25880
1733015166;0;483;28432;27581;26047;32202
1733013197;8;390;23488;13129;29344;8872
1733010986;0;641;11073;12738;28953;7532
1733007518;2;614;15432;2632;1499;23845
1733004552;8;469;2312;28909;16831;32134
1733001362;6;684;26743;30587;10199;3783
1733000001;5;655;17048;15136;28674;31640
1732999386;3;315;6475;21016;12048;22080
1732998620;6;212;8732;2088;15344;32232
1732996461;2;695;12302;28525;14638;28025
1732995806;3;466;19402;652;19119;9001
1732993216;5;288;7430;3329;20628;31292
1732990629;4;228;29433;9533;3007;6596
1732987093;3;258;32125;20556;377;17811
1732984648;2;447;8231;13758;2463;20930
1732984587;5;381;3290;29158;14700;17698
1732984323;7;158;11010;19587;32650;28187
1732983220;4;637;13441;7773;6120;30293
1732980473;3;169;32055;8534;6973;24036
1732976990;4;458;10431;12838;15502;22033
1732975095;2;480;20617;25131;3134;17442
1732974251;5;217;28611;2021;19984;15062
1732971835;1;648;8806;6126;19343;15620
1732971690;4;532;13983;23896;20539;858
1732969152;8;111;13661;7131;29029;21459
1732967950;8;681;9529;11001;5878;3918
1732966494;3;179;11668;30163;25138;32568
1732965221;1;387;24852;1300;16741;8118
1732962507;0;268;25866;31945;3024;20381
1732962446;5;547;18394;8329;952;158
1732961485;5;593;21780;11878;16293;29299
1732959593;3;547;26061;9162;6751;5717
1732959259;8;186;6957;15362;3004;20295
1732958640;3;634;22577;27819;3899;17879
1732957434;3;410;7610;17154;4992;31113
1732956827;8;262;28822;26557;6833;20510
1732955377;1;648;27138;143;660;11999
1732952670;4;406;26216;2063;17314;12470
1732949762;8;217;19040;3640;15323;18436
1732946200;2;538;168;4512;9515;14290
1732945696;0;459;2069;27935;19416;21030
1732942998;0;144;25218;23219;26054;8170
1732942279;3;160;5171;12030;9570;2420
1732941580;0;689;30051;23367;10957;18582
1732940794;0;301;23534;23947;6714;26225
1732937555;2;124;20607;448;26648;3796
1732937143;4;125;19422;16352;18401;10799
1732935943;1;621;23271;6115;5674;9045
1732933140;2;132;13236;2142;14410;26265
1732930141;8;231;25553;10527;21165;22844
1732928165;4;620;30592;28012;23066;10450
1732926973;0;331;22989;4821;9079;23071
1732925110;3;285;30017;27911;240;13404
1732921685;5;466;20760;24008;4854;19350
1732920194;6;682;24991;14001;18387;5320
1732917968;4;321;27589;8286;16503;32368
1732916285;0;516;24051;23821;21203;17546
1732913558;1;296;9049;27337;7877;30273
1732910379;4;528;14806;8879;19606;15454
1732908747;4;226;10095;8796;15565;15479
1732905814;3;581;4432;16932;6575;27190
1732903097;4;378;21897;32495;11133;18699
1732902039;7;338;22900;24803;18847;9290
1732900651;4;182;26900;17411;6936;10869
1732897100;0;295;15790;299;2786;18836
1732896828;8;197;16062;10286;2596;24623
1732893371;8;502;14481;28682;3105;8117
1732890604;2;671;3422;15912;2762;18217
1732887929;2;702;32650;1687;11696;18884
1732885974;0;465;25525;10684;2145;18274
1732883718;4;623;9318;11252;25039;11183
1732883677;6;146;5656;29196;17760;31662
1732880434;1;281;20173;16649;10019;31907
1732877318;1;369;26337;20680;20367;10754
1732875112;0;607;13753;26895;24200;25063
1732873913;5;188;13570;18116;7515;20890
1732872518;8;506;16449;19364;15779;5429
1732872044;4;528;4414;22452;26833;9343
1732870830;7;500;14709;26521;8258;21340
1732869479;7;663;19971;16947;32274;25093
1732866420;3;350;26455;32095;529;10812
1732864214;0;359;12081;25057;533;13801
1732863307;1;312;31750;11940;18468;7027
1732862932;8;136;16456;16143;31652;12918
1732862186;3;396;9373;3087;2797;23260
1732860883;7;436;10328;5547;8535;11730
1732857536;4;450;459;3791;10982;8172
1732854282;5;459;493;26460;4740;4174
1732853908;5;558;21395;25258;5254;11257
1732852357;7;460;29849;29065;4385;9902
1732851718;1;162;24499;25260;28846;21762
1732849803;3;581;26040;15693;25396;27719
1732849490;2;682;30634;1129;28521;22302
1732848620;4;519;22579;985;14321;22045
1732848270;7;121;23124;16177;11032;26373
1732848030;4;696;7932;364;20253;4326
1732847295;8;288;4515;14002;22939;28608
1732846345;4;622;21724;15171;7156;7626
1732845280;1;589;30380;21932;602;2101
1732844837;4;309;19466;24339;10409;20171
1732841432;3;302;13059;5199;25325;28022
1732840476;7;703;4348;5039;17053;26212
1732837223;8;325;24558;19604;1002;691
1732834240;1;568;6616;22254;713;31169
1732832725;5;532;15051;24475;13700;18168
1732830665;2;244;12650;15865;24968;23170
1732828949;8;671;21323;29582;26556;15923
1732827477;1;234;9037;3025;8660;10131
1732826984;2;177;22539;8614;31133;10173
1732825901;8;397;16341;11670;4924;15274
1732824213;2;498;25188;20946;16537;23241
1732821424;3;248;24191;4578;13842;13467
1732820346;5;259;1447;27908;31941;6035
1732819381;8;350;18659;27391;18698;29641
1732817613;2;116;20889;1673;9041;3674
1732817547;4;432;1958;28742;11301;30434
1732814496;4;169;25530;24359;6387;11794
1732812116;8;315;17727;23614;23684;147
1732809855;2;223;16045;20209;21621;24333
1732806395;4;350;17075;14946;25554;16295
1732803909;3;142;20787;8290;21781;3806
1732803202;4;602;25863;1221;3410;947
1732801448;2;206;29351;22709;26386;23485
1732801393;4;429;13965;25490;1083;14015
1732797885;6;666;29482;5327;12444;5392
1732795003;0;635;24351;14079;3985;4963
1732793194;5;364;245;26827;15460;22077
1732792692;7;144;31343;26114;32400;8836
1732791853;1;532;22038;4200;1050;5856
1732791764;1;516;9539;20397;28588;16855
1732788678;3;611;16672;28310;5603;6383
1732788388;6;652;28769;32671;15636;19758
1732786617;4;394;10258;24183;25115;28920
1732783126;4;352;6584;15434;31456;20933
1732781160;0;604;3269;26929;15335;3338
1732780908;4;123;171;10770;22567;15355
1732780191;3;553;22207;23386;1722;23573
1732778205;1;180;918;28436;23277;13196
1732777208;6;121;26116;16844;29073;18261
1732775760;4;345;24244;21114;21433;2013
1732775615;3;702;5755;8722;10474;15936
1732772023;4;170;17750;32055;7174;17580
1732770268;7;549;12128;13761;4885;24440
1732768616;6;119;11939;15230;4174;4780
1732767406;3;565;11658;7822;13196;6863
1732764352;2;621;14060;4310;25371;19128
1732763603;7;701;14249;8924;7949;862
1732762728;6;461;2322;10178;29677;1347
1732761200;1;343;26490;32304;3889;14524
1732757975;4;287;19602;7280;9857;7951
1732756387;5;592;679;11668;12156;25181
1732755831;6;255;6131;24131;3557;11499
1732754593;0;402;9331;27120;11822;31834
1732753865;7;544;6428;21004;29569;30575
1732753610;1;279;2769;25245;4227;107
1732752774;5;665;2272;26044;10476;14896
1732750585;0;411;13015;24089;7064;9662
1732750106;6;662;12883;24069;26270;10366
1732748705;6;420;22595;20002;30427;22613
1732745399;7;612;20765;32334;13895;7832
1732743682;7;511;14497;7081;106;1726
1732743172;4;530;24087;7114;14972;24561
1732742043;7;317;5879;21782;4878;4509
1732738648;1;332;3394;6357;25822;5312
1732737295;3;372;15930;587;15536;21279
1732736446;4;547;22049;2515;27238;13512
1732735766;2;263;28525;15905;9257;21474
1732734759;0;501;201;2819;22874;12465
1732734597;4;279;16020;24631;12033;10720
1732731539;7;275;29993;27584;27677;31959
1732730194;5;429;19343;5328;5544;29154
1732730155;3;510;25612;26099;25496;13437
1732728436;7;491;21698;18227;1480;7114
1732726290;3;463;12202;8437;8155;10342
1732723613;7;371;26401;11520;27893;23641
1732722238;1;284;31333;14903;2289;31239
1732719729;3;341;4344;21556;30355;12016
1732719537;3;676;12595;31158;16190;358
1732717398;6;422;17748;5198;27015;24327
1732716059;5;599;30761;31185;667;266
1732715789;0;704;31581;2259;4778;18548
1732715650;8;481;13278;22480;13612;13156
1732714630;8;479;20203;24712;25921;5237
1732711626;6;511;28658;22697;20310;10898
1732709467;2;194;6724;26551;13780;19670
1732707001;3;159;17449;31387;9481;10849
1732705198;7;615;9891;11808;17678;5091
1732701664;1;283;24681;22101;26234;9136
1732699061;1;136;11968;30943;1518;16110
1732698051;7;300;11520;18370;17106;24108
1732695718;2;109;19304;7040;19172;9224
1732692298;5;430;31215;15021;19718;18890
1732691913;1;505;2162;22538;6469;2949
1732688653;1;654;19625;11351;7425;2238
1732685194;5;435;25875;5119;2764;19933
1732684841;1;623;6901;16054;3074;14210
1732682321;1;387;7942;6341;24504;18858
1732680732;0;214;27660;29168;6747;13474
1732678966;6;159;21586;6899;26112;21025
1732678534;5;349;28769;26605;25738;19862
1732677012;3;408;16686;22436;615;8239
1732674257;4;156;26529;16015;12379;7076
1732671639;6;290;21178;26935;31995;217
1732671041;4;567;27250;29559;13433;22358
1732669044;4;120;1762;21533;2696;20754
1732667294;3;686;7138;26525;11347;5017
1732663821;3;695;14931;19868;19929;11001
1732662370;0;287;20472;12352;29135;25247
1732661756;4;445;18386;20648;13739;492
1732659043;1;345;22488;18403;14052;11755
1732656958;8;155;17953;13285;17378;29523
1732656111;4;579;22226;32226;28718;6040
1732655379;1;581;26225;26224;9783;7823
1732654135;7;376;12794;10410;21652;22094
1732653941;2;608;2375;18611;31870;14661
1732650843;1;161;387;28231;22900;12026
1732649241;2;186;21503;10496;2175;5526
1732649088;7;386;30867;10338;2109;8069
1732646587;8;264;27262;881;6837;28923
1732646378;4;350;28203;3951;22696;25551
1732643201;6;295;19972;6287;23427;9364
1732642179;3;650;19241;17960;31997;31804
1732639044;4;201;14578;29580;25472;18474
1732635693;8;119;21706;8861;1435;29013
1732633812;4;218;11862;29036;954;4044
1732632167;3;122;12208;13517;6425;29241
1732629175;3;234;28756;19350;29912;29903
1732628290;8;526;7351;11706;8470;13449
1732627923;6;641;23717;22206;12148;21255
1732625509;4;458;14956;22191;2913;22497
1732622199;3;233;15619;3932;706;3235
1732618701;0;587;6057;12853;6774;27599
1732615397;3;292;28068;7539;26398;373
1732611857;2;288;12729;22851;6697;30252
1732608723;5;161;22272;30757;24099;12700
1732605544;5;395;22429;28078;23593;18693
1732605400;2;478;20894;6376;25463;15887
1732603811;1;513;4533;24626;28072;23104
1732601197;6;657;4556;8459;15826;4798
1732600996;1;600;29852;12002;12636;15004
1732599483;1;256;12073;17169;30872;13290
1732599034;7;155;30320;14685;18094;31693
1732598366;1;271;15699;23253;11131;11404
1732597271;3;610;29537;20094;21744;27990
1732594735;5;593;9717;21814;23835;21917
1732594189;0;571;180;1547;29320;2943
1732591697;1;554;3807;5566;20240;10983
1732591498;7;558;15577;2801;3156;10299
1732591308;1;453;6143;17351;7581;31099
1732590675;7;317;22684;18732;31060;5396
1732588443;5;522;22819;32411;5012;15754
1732585355;7;140;11453;31612;28941;27482
1732585230;7;434;15660;30054;11323;4453
1732584899;6;505;8286;20952;12499;4302
1732581877;0;474;18980;636;29459;23250
1732578603;3;359;12516;2204;18497;20015
1732576124;7;199;19768;15222;13064;23994
1732574697;6;521;22115;29672;27785;13431
1732574024;7;564;4195;11270;4690;14431
1732573029;4;415;16568;30015;21476;32571
1732572683;0;464;21831;12633;1240;19420
1732572281;5;697;11017;3576;20220;10627
1732569678;0;590;10455;15370;31078;4809
1732566372;6;491;6767;13348;10746;64
1732565813;7;202;27289;26799;17899;27311
1732565643;1;556;21437;27779;29006;30768
1732562927;3;279;21674;26792;1759;13826
1732560979;2;394;25176;24551;2475;2037
1732560105;6;680;27801;6551;8109;27892
1732557518;5;640;9998;19960;6050;9234
1732556937;2;328;12269;5446;7435;20608
1732555918;0;207;1394;19164;26335;360
1732554204;7;169;2039;15779;13189;31590
1732550931;7;160;1918;14121;9316;29530
1732550904;4;158;17208;22758;27274;21845
1732549684;4;468;5005;20761;18859;27988
1732548461;4;370;19286;7895;13498;23627
1732545434;2;548;32262;3538;24462;1041
1732545317;7;357;31201;4506;32215;6911
1732544904;2;676;9624;22280;21207;16500
1732542451;0;383;4982;7640;19286;10919
1732540096;1;295;18649;18084;13559;7049
1732538658;6;420;6674;27133;27394;27554
1732535937;8;296;11828;710;2568;22553
1732535834;6;256;12804;9514;22712;18540
1732532408;0;233;15671;1001;11665;31981
1732531467;7;485;11130;11094;12266;16753
1732529804;5;193;16422;9963;13760;3408
1732529745;1;378;18175;630;25973;10823
1732526760;7;659;26253;21161;29880;13058
1732526248;8;455;13952;12668;4613;1905
1732525362;3;451;14522;12000;31603;8601
1732522170;3;304;17610;17991;15094;24069
1732520789;5;600;24173;6845;29498;5221
1732518871;5;528;19762;30945;28526;361
1732515437;7;565;22576;10384;32321;28547
1732513050;7;651;24370;15917;27064;10442
1732512755;2;560;28471;10778;31322;13625
1732509842;1;454;22272;7227;24176;32247
1732506663;4;457;307;18929;31017;18850
1732503563;8;113;1994;600;15383;14960
1732500345;1;482;4604;11139;31875;20840
1732497807;2;276;28225;13336;9669;6716
1732495967;1;149;15391;13694;10844;27054
1732495425;4;605;22580;14746;12093;2766
1732492967;0;496;31301;17489;5037;28384
1732489497;6;164;25889;24339;8998;568
1732489076;0;346;27664;11350;25958;26579
1732486511;8;296;28119;5324;20550;29208
1732483426;1;361;27413;20339;3290;23616
1732480847;8;463;4457;918;21770;24665
1732480166;3;613;25908;24318;23970;31538
1732476687;1;577;29470;18514;27666;26829
1732474560;4;670;29992;30591;2052;25521
1732473896;3;138;25699;13550;29782;2073
1732472673;0;539;13718;3550;6049;32442
1732470857;1;504;3116;12888;20554;21111
1732469767;3;369;11698;1768;28727;28177
1732468039;2;305;19539;13583;11207;23382
1732466279;7;415;30820;21847;26988;20350
1732462819;7;339;21386;28640;29807;31025
1732462123;7;179;22267;24867;21874;15169
1732458560;3;357;13832;29118;26061;30241
1732455354;4;435;23978;18965;20192;31669
1732454898;6;501;26014;26682;28544;24610
1732453911;4;142;28034;22449;32334;584
1732453119;7;656;1600;15764;4874;17611
1732453090;5;550;28199;14029;8651;15951
1732450586;5;513;7908;11132;7536;7803
1732448460;6;185;1450;30062;5753;1467
1732445988;2;589;26336;29386;18642;5708
1732445229;3;593;701;18793;9503;15274
1732443159;5;269;28689;12611;30243;32041
1732440622;3;189;25333;13101;20283;22669
1732438030;2;436;15651;20961;2272;14528
1732435309;5;664;6231;8707;16449;14278
1732432810;7;358;5747;21196;30595;18725
1732430920;5;597;32642;31639;16351;6313
1732428842;3;537;20123;20227;4645;20836
1732427304;1;489;9327;10676;26978;29173
1732424422;6;449;4557;27220;4716;6844
1732422868;6;449;25546;1589;26198;5531
1732419932;3;464;16018;12044;6868;5771
1732418217;4;106;7240;7878;988;12165
1732415698;5;370;22582;8515;30544;9181
1732412773;5;300;23503;3043;13129;1278
1732410177;3;159;1794;13738;31042;6561
1732410172;0;156;32269;24881;18613;9400
1732408636;1;242;31790;9122;29634;24789
1732406503;1;311;24815;5638;19220;389
1732406238;0;587;30577;25151;15266;15204
1732402690;6;557;31485;11552;13370;28492
1732400772;2;652;3374;25050;5392;14305
1732397838;8;124;16118;3336;22968;1206
1732396245;4;336;14650;25980;6708;20758
1732393107;7;612;29530;26413;21202;3634
1732390561;1;365;16657;32378;25472;13881
1732387370;8;431;17666;6116;3022;14537
1732385784;5;382;26923;16627;24240;14354
1732385346;8;398;8478;4759;17235;10869
1732382474;3;508;1573;17068;24092;8625
1732380942;8;684;208;11011;24146;28361
1732379815;4;573;2967;23207;11710;21158
1732376460;1;463;26769;20242;25070;13363
1732373506;1;463;5814;11377;18258;8988
1732370320;5;145;25218;13878;14753;30304
1732366944;6;251;24596;4443;1899;32070
1732363684;7;557;3466;9762;20604;9592
1732360809;3;221;26475;5746;21181;23175
1732360254;4;129;2814;7956;23731;28243
1732358004;3;569;26095;21291;1957;13113
1732356434;6;375;986;12164;21592;22965
1732355716;6;369;30362;29704;15358;29510
1732354933;1;420;4517;1937;9795;4582
1732353443;5;512;32356;3430;15186;20490
1732351137;8;460;2970;29541;32141;13083
1732348397;2;279;5867;15268;18505;15018
1732347301;6;532;9455;3104;19068;21739
1732346338;4;104;4066;27035;15220;24492
1732345828;6;439;29611;20320;26592;15726
1732344277;4;693;15031;6370;20797;8806
1732342937;5;506;1605;22328;10114;18516
1732339653;6;248;23844;3667;25871;11187
1732339467;8;635;14485;16081;25809;40
